Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
"Diabetes Mellitus, Insulin-Dependent",C0011854,MLC1,23209,Q15049,modulator of VRAC current 1,Ion channel,87,0.585,0.769,3.2425E-08,0.01,,1,1,0,1987,1987
"Diabetes Mellitus, Insulin-Dependent",C0011854,ANKS1A,23294,Q92625,ankyrin repeat and sterile alpha motif domain containing 1A,Receptor,14,0.805,0.192,0.80916,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,ICOSLG,23308,O75144,inducible T cell costimulator ligand,,69,0.601,0.654,0.00035482,0.01,,1,1,0,2010,2010
"Diabetes Mellitus, Insulin-Dependent",C0011854,FMR1,2332,Q06787,FMRP translational regulator 1,Nucleic acid binding,346,0.473,0.769,0.64718,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,ZDHHC17,23390,Q8IUH5,zinc finger DHHC-type palmitoyltransferase 17,,5,0.89,0.269,0.99989,0.01,,1,1,0,2011,2011
"Diabetes Mellitus, Insulin-Dependent",C0011854,SIRT5,23408,Q9NXA8,sirtuin 5,Epigenetic regulator,63,0.61,0.615,8.6584E-10,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,CELA3B,23436,P08861,chymotrypsin like elastase 3B,Enzyme,29,0.686,0.346,2.4372E-12,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,DDAH2,23564,O95865,dimethylarginine dimethylaminohydrolase 2,Enzyme,36,0.67,0.538,0.013773,0.01,,1,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,PADI4,23569,Q9UM07,peptidyl arginine deiminase 4,,196,0.494,0.808,4.6001E-16,0.01,,1,1,0,2005,2005
"Diabetes Mellitus, Insulin-Dependent",C0011854,DDAH1,23576,O94760,dimethylarginine dimethylaminohydrolase 1,Enzyme,73,0.604,0.615,0.0027974,0.01,,1,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,FPR2,2358,P25090,formyl peptide receptor 2,G-protein coupled receptor,124,0.547,0.769,0.40137,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,DDX58,23586,O95786,DExD/H-box helicase 58,,144,0.526,0.808,1.7558E-23,0.01,,1,1,0,2009,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,FPR3,2359,P25089,formyl peptide receptor 3,G-protein coupled receptor,12,0.839,0.346,,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,CA14,23632,Q9ULX7,carbonic anhydrase 14,,14,0.805,0.308,5.9231E-16,0.01,,1,1,0,2004,2004
"Diabetes Mellitus, Insulin-Dependent",C0011854,SNHG1,23642,,small nucleolar RNA host gene 1,,83,0.576,0.692,,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,PPIL2,23759,Q13356,peptidylprolyl isomerase like 2,Enzyme,14,0.792,0.308,0.00082347,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL17RA,23765,Q96F46,interleukin 17 receptor A,,159,0.529,0.808,0.00035636,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,PANX1,24145,Q96RD7,pannexin 1,Ion channel,107,0.575,0.846,2.4684E-06,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,RNASEH1,246243,O60930,ribonuclease H1,,52,0.711,0.462,0.011173,0.01,,1,1,4,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,ALOX15B,247,O15296,arachidonate 15-lipoxygenase type B,Enzyme,42,0.663,0.462,1.4819E-18,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,ABL1,25,P00519,"ABL proto-oncogene 1, non-receptor tyrosine kinase",Kinase,395,0.432,0.923,0.99998,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,FYB1,2533,O15117,FYN binding protein 1,,30,0.711,0.538,0.23803,0.01,,1,1,0,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,SLC37A4,2542,O43826,solute carrier family 37 member 4,Transporter,73,0.617,0.654,0.000016748,0.01,,1,1,0,1999,1999
"Diabetes Mellitus, Insulin-Dependent",C0011854,NPB,256933,Q8NG41,neuropeptide B,,11,0.792,0.385,0.0989,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,QPCT,25797,Q16769,glutaminyl-peptide cyclotransferase,Enzyme,94,0.568,0.731,1.1987E-15,0.01,,1,1,0,2002,2002
"Diabetes Mellitus, Insulin-Dependent",C0011854,LMOD1,25802,P29536,leiomodin 1,Cellular structure,49,0.644,0.654,0.87057,0.01,,1,1,0,1992,1992
"Diabetes Mellitus, Insulin-Dependent",C0011854,B4GALNT1,2583,Q00973,"beta-1,4-N-acetyl-galactosaminyltransferase 1",,67,0.644,0.615,0.000039259,0.01,,0,1,0,2009,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,PART1,25859,,prostate androgen-regulated transcript 1,,250,0.483,0.885,,0.01,,1,1,0,2020,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,RNF19A,25897,Q9NV58,"ring finger protein 19A, RBR E3 ubiquitin protein ligase",Enzyme,523,0.397,0.923,0.025305,0.01,,1,1,0,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,GALNT3,2591,Q14435,polypeptide N-acetylgalactosaminyltransferase 3,Enzyme,80,0.603,0.769,7.4143E-09,0.01,,1,1,0,2000,2000
"Diabetes Mellitus, Insulin-Dependent",C0011854,SOSTDC1,25928,Q6X4U4,sclerostin domain containing 1,,83,0.588,0.808,0.16334,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,GORASP2,26003,Q9H8Y8,golgi reassembly stacking protein 2,,12,0.78,0.308,0.88389,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,COPD,260431,,"Pulmonary disease, chronic obstructive, severe early-onset",,349,0.456,0.885,,0.01,,1,1,0,2020,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,APPL1,26060,Q9UKG1,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1",,63,0.626,0.5,0.7952,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,POLDIP2,26073,Q9Y2S7,DNA polymerase delta interacting protein 2,,530,0.396,0.923,0.41407,0.01,,1,1,0,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,NOC2L,26155,Q9Y3T9,NOC2 like nucleolar associated transcriptional repressor,,80,0.593,0.731,2.8933E-29,0.01,,1,1,0,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,GATA4,2626,P43694,GATA binding protein 4,,336,0.458,0.846,0.49308,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,GCKR,2646,Q14397,glucokinase regulator,,136,0.604,0.615,8.5354E-19,0.01,,1,1,1,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,MSTN,2660,O14793,myostatin,Signaling,159,0.528,0.731,0.5052,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,OR7E66P,26614,,olfactory receptor family 7 subfamily E member 66 pseudogene,,1,1,0.115,,0.01,,1,1,0,2003,2003
"Diabetes Mellitus, Insulin-Dependent",C0011854,SEC14L3,266629,Q9UDX4,SEC14 like lipid binding 3,,16,0.722,0.5,3.6612E-23,0.01,,1,1,0,1995,1995
"Diabetes Mellitus, Insulin-Dependent",C0011854,GFER,2671,P55789,"growth factor, augmenter of liver regeneration",Enzyme,120,0.56,0.846,0.00017308,0.01,,1,1,0,2008,2008
"Diabetes Mellitus, Insulin-Dependent",C0011854,B4GALT1,2683,P15291,"beta-1,4-galactosyltransferase 1",Enzyme,45,0.674,0.538,0.037435,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,AMPD1,270,P23109,adenosine monophosphate deaminase 1,Enzyme,106,0.573,0.692,1.9099E-21,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,UTP25,27042,Q68CQ4,UTP25 small subunit processor component,Nucleic acid binding,10,0.805,0.269,1.2381E-06,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,SND1,27044,Q7KZF4,staphylococcal nuclease and tudor domain containing 1,Transcription factor,101,0.576,0.769,0.98213,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,FOXP1,27086,Q9H334,forkhead box P1,,317,0.46,0.808,0.99998,0.01,,1,1,0,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,B3GAT1,27087,Q9P2W7,"beta-1,3-glucuronyltransferase 1",Enzyme,199,0.494,0.769,0.13521,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,DKK4,27121,Q9UBT3,dickkopf WNT signaling pathway inhibitor 4,,51,0.647,0.5,0.00076744,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,NAAA,27163,Q02083,N-acylethanolamine acid amidase,Enzyme,90,0.579,0.692,2.0742E-10,0.01,,1,1,0,1985,1985
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL37,27178,Q9NZH6,interleukin 37,,280,0.459,0.846,0.00012343,0.01,,1,1,0,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL17C,27189,Q9P0M4,interleukin 17C,,61,0.619,0.692,0.0001243,0.01,,1,1,0,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL17B,27190,Q9UHF5,interleukin 17B,,116,0.553,0.769,0.033631,0.01,,0,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,GLB1,2720,P16278,galactosidase beta 1,Enzyme,385,0.448,0.808,7.9215E-10,0.01,,1,1,0,2003,2003
"Diabetes Mellitus, Insulin-Dependent",C0011854,PDCD4,27250,Q53EL6,programmed cell death 4,Nucleic acid binding,198,0.494,0.769,3.3572E-07,0.01,,1,1,0,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,PCSK1N,27344,Q9UHG2,proprotein convertase subtilisin/kexin type 1 inhibitor,Enzyme modulator,27,0.729,0.5,0.53242,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,DESI1,27351,Q6ICB0,desumoylating isopeptidase 1,Enzyme,65,0.606,0.654,0.0057118,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,GNB3,2784,P16520,G protein subunit beta 3,Enzyme,192,0.518,0.808,3.3303E-11,0.01,,1,1,1,2009,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,GPI,2821,P06744,glucose-6-phosphate isomerase,Enzyme,218,0.491,0.769,2.8385E-06,0.01,,1,1,0,1991,1991
"Diabetes Mellitus, Insulin-Dependent",C0011854,XCR1,2829,P46094,X-C motif chemokine receptor 1,G-protein coupled receptor,32,0.678,0.577,0.016001,0.01,,1,1,0,2020,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,IGHV3OR16-7,28309,,immunoglobulin heavy variable 3/OR16-7 (pseudogene),,98,0.566,0.654,,0.01,,1,1,0,1996,1996
"Diabetes Mellitus, Insulin-Dependent",C0011854,LINC00641,283624,,long intergenic non-protein coding RNA 641,,16,0.769,0.385,,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,NPW,283869,Q8N729,neuropeptide W,,5,0.89,0.192,0.00088233,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,PGP,283871,A6NDG6,phosphoglycolate phosphatase,Enzyme,77,0.606,0.808,0.16263,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,ANGPT1,284,Q15389,angiopoietin 1,Signaling,340,0.446,0.808,0.95208,0.01,,1,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,IGHV3-69-1,28402,,immunoglobulin heavy variable 3-69-1 (pseudogene),,102,0.561,0.654,,0.01,,1,1,0,1996,1996
"Diabetes Mellitus, Insulin-Dependent",C0011854,GSDMA,284110,Q96QA5,gasdermin A,,14,0.792,0.308,1.619E-16,0.01,,1,1,0,2011,2011
"Diabetes Mellitus, Insulin-Dependent",C0011854,LYPD5,284348,Q6UWN5,LY6/PLAUR domain containing 5,,64,0.608,0.615,0.00047161,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,ANGPT2,285,O15123,angiopoietin 2,Signaling,457,0.41,0.846,0.83208,0.01,,1,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,STPG4,285051,Q8N801,sperm-tail PG-rich repeat containing 4,,39,0.659,0.577,0.000095142,0.01,,1,1,0,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,SLC9C1,285335,Q4G0N8,solute carrier family 9 member C1,Transporter,19,0.78,0.308,3.0455E-15,0.01,,1,1,0,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,RNF180,285671,Q86T96,ring finger protein 180,,13,0.805,0.269,2.7621E-06,0.01,,1,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,TRBV2,28620,A0A1B0GX68,T cell receptor beta variable 2,,4,0.861,0.269,,0.01,,1,1,0,1998,1998
"Diabetes Mellitus, Insulin-Dependent",C0011854,TRAV29DV5,28653,P04437,T cell receptor alpha variable 29/delta variable 5 (gene/pseudogene),,14,0.751,0.346,,0.01,,1,1,0,1991,1991
"Diabetes Mellitus, Insulin-Dependent",C0011854,GPR42,2866,O15529,G protein-coupled receptor 42 (gene/pseudogene),G-protein coupled receptor,255,0.475,0.846,0.050905,0.01,,1,1,0,2009,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,FFAR2,2867,O15552,free fatty acid receptor 2,G-protein coupled receptor,45,0.686,0.462,0.0094238,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,TRAJ60,28695,,T cell receptor alpha joining 60 (pseudogene),,14,0.751,0.346,,0.01,,1,1,0,1991,1991
"Diabetes Mellitus, Insulin-Dependent",C0011854,TRAC,28755,P01848,T cell receptor alpha constant,Receptor,28,0.691,0.615,,0.01,,1,1,0,1991,1991
"Diabetes Mellitus, Insulin-Dependent",C0011854,GPX1,2876,P07203,glutathione peroxidase 1,Enzyme,290,0.458,0.923,0.000038518,0.01,,1,1,1,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,GPX3,2878,P22352,glutathione peroxidase 3,Enzyme,156,0.522,0.769,0.050966,0.01,,1,1,1,2011,2011
"Diabetes Mellitus, Insulin-Dependent",C0011854,GRB10,2887,Q13322,growth factor receptor bound protein 10,Receptor,61,0.628,0.615,0.93945,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,GRN,2896,P28799,granulin precursor,,412,0.435,0.846,0.069666,0.01,,1,1,0,2020,2020
"Diabetes Mellitus, Insulin-Dependent",C0011854,FLVCR1,28982,Q9Y5Y0,FLVCR heme transporter 1,Transporter,188,0.529,0.885,0.0013127,0.01,,1,1,0,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,NR3C1,2908,P04150,nuclear receptor subfamily 3 group C member 1,Nuclear receptor,590,0.393,0.885,0.96958,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,CXCL1,2919,P09341,C-X-C motif chemokine ligand 1,Signaling,315,0.449,0.923,0.11845,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,GSK3B,2932,P49841,glycogen synthase kinase 3 beta,Kinase,393,0.43,0.846,0.95571,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,GSN,2934,P06396,gelsolin,Cellular structure,262,0.475,0.885,3.8905E-11,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,GSR,2936,P00390,glutathione-disulfide reductase,Enzyme,206,0.494,0.846,1.2922E-06,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,GSTM2,2946,P28161,glutathione S-transferase mu 2,,195,0.488,0.808,3.3913E-07,0.01,,1,1,0,2005,2005
"Diabetes Mellitus, Insulin-Dependent",C0011854,NENF,29937,Q9UMX5,neudesin neurotrophic factor,,9,0.861,0.308,0.021641,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,GYS1,2997,P13807,glycogen synthase 1,,26,0.722,0.385,0.0002914,0.01,,1,1,0,1997,1997
"Diabetes Mellitus, Insulin-Dependent",C0011854,SLC2A8,29988,Q9NY64,solute carrier family 2 member 8,Transporter,10,0.821,0.346,8.0241E-07,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,H2AX,3014,P16104,H2A.X variant histone,Nucleic acid binding,212,0.484,0.808,0.17652,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,HARS1,3035,P12081,histidyl-tRNA synthetase 1,Enzyme,127,0.569,0.808,2.3839E-06,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,HCRT,3060,O43612,hypocretin neuropeptide precursor,,237,0.5,0.808,0.028774,0.01,,1,1,0,2006,2006
"Diabetes Mellitus, Insulin-Dependent",C0011854,HFE,3077,Q30201,homeostatic iron regulator,,415,0.436,0.846,2.5587E-08,0.01,,1,1,0,2013,2013
"Diabetes Mellitus, Insulin-Dependent",C0011854,ANXA5,308,P08758,annexin A5,,283,0.458,0.769,3.7978E-15,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,CFHR2,3080,P36980,complement factor H related 2,,12,0.769,0.346,1.5063E-08,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,CD209,30835,Q9NNX6,CD209 molecule,Receptor,57,0.626,0.769,2.7418E-13,0.01,,1,1,2,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,NRG1,3084,Q02297,neuregulin 1,Signaling,304,0.464,0.885,0.99665,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,HK1,3098,P19367,hexokinase 1,Kinase,161,0.542,0.731,0.91459,0.01,,1,1,0,2008,2008
"Diabetes Mellitus, Insulin-Dependent",C0011854,HK2,3099,P52789,hexokinase 2,Kinase,152,0.515,0.769,0.0045893,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,ANXA11,311,P50995,annexin A11,,57,0.65,0.692,4.7001E-10,0.01,,0,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,ANXA13,312,P27216,annexin A13,,26,0.722,0.538,4.2441E-10,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,HLA-E,3133,P13747,"major histocompatibility complex, class I, E",,118,0.545,0.769,0.036773,0.01,,1,1,0,2000,2000
"Diabetes Mellitus, Insulin-Dependent",C0011854,AOC2,314,O75106,amine oxidase copper containing 2,,37,0.674,0.654,3.2599E-15,0.01,,1,1,0,2005,2005
"Diabetes Mellitus, Insulin-Dependent",C0011854,HMGCS2,3158,P54868,3-hydroxy-3-methylglutaryl-CoA synthase 2,,52,0.666,0.577,4.3354E-14,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,CELIAC2,317782,,celiac disease 2,,40,0.653,0.577,,0.01,,1,1,0,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,HNRNPF,3185,P52597,heterogeneous nuclear ribonucleoprotein F,Nucleic acid binding,19,0.736,0.346,0.96415,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,HNRNPK,3190,P61978,heterogeneous nuclear ribonucleoprotein K,Enzyme,185,0.539,0.846,0.99998,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,HOXD8,3234,P13378,homeobox D8,,21,0.736,0.423,0.10544,0.01,,1,1,0,1995,1995
"Diabetes Mellitus, Insulin-Dependent",C0011854,HPRT1,3251,P00492,hypoxanthine phosphoribosyltransferase 1,Enzyme,210,0.5,0.808,0.93728,0.01,,1,1,0,1999,1999
"Diabetes Mellitus, Insulin-Dependent",C0011854,MMAB,326625,Q96EY8,metabolism of cobalamin associated B,Enzyme,46,0.695,0.538,0.0041291,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,HES1,3280,Q14469,hes family bHLH transcription factor 1,Transcription factor,243,0.468,0.885,0.7072,0.01,,0,1,0,2011,2011
"Diabetes Mellitus, Insulin-Dependent",C0011854,HSD17B4,3295,P51659,hydroxysteroid 17-beta dehydrogenase 4,,141,0.546,0.654,2.4175E-10,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,HSPE1,3336,P61604,heat shock protein family E (Hsp10) member 1,Chaperone,63,0.617,0.769,0.80379,0.01,,1,1,0,2009,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,HTR1A,3350,P08908,5-hydroxytryptamine receptor 1A,G-protein coupled receptor,229,0.522,0.846,0.19956,0.01,,1,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,APOA4,337,P06727,apolipoprotein A4,,88,0.582,0.577,5.4536E-06,0.01,,1,1,0,2006,2006
"Diabetes Mellitus, Insulin-Dependent",C0011854,C1QTNF9,338872,P0C862,C1q and TNF related 9,,30,0.695,0.385,0.000011372,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,IRF8,3394,Q02556,interferon regulatory factor 8,Transcription factor,149,0.539,0.808,0.94807,0.01,,1,1,0,2006,2006
"Diabetes Mellitus, Insulin-Dependent",C0011854,ID2,3398,Q02363,inhibitor of DNA binding 2,Transcription factor,92,0.572,0.731,0.66939,0.01,,0,1,0,1995,1995
"Diabetes Mellitus, Insulin-Dependent",C0011854,ID3,3399,Q02535,"inhibitor of DNA binding 3, HLH protein",Transcription factor,67,0.615,0.692,0.72177,0.01,,1,1,0,2000,2000
"Diabetes Mellitus, Insulin-Dependent",C0011854,VWA2,340706,Q5GFL6,von Willebrand factor A domain containing 2,,16,0.78,0.308,1.2242E-17,0.01,,1,1,0,2004,2004
"Diabetes Mellitus, Insulin-Dependent",C0011854,IFNA17,3451,P01571,interferon alpha 17,,47,0.636,0.615,,0.01,,1,1,0,2006,2006
"Diabetes Mellitus, Insulin-Dependent",C0011854,IFNB1,3456,P01574,interferon beta 1,,426,0.421,0.846,,0.01,,1,1,0,2006,2006
"Diabetes Mellitus, Insulin-Dependent",C0011854,ACTBL2,345651,Q562R1,actin beta like 2,,134,0.539,0.769,5.8166E-16,0.01,,1,1,0,2002,2002
"Diabetes Mellitus, Insulin-Dependent",C0011854,IFNW1,3467,P05000,interferon omega 1,,13,0.743,0.346,,0.01,,1,1,0,2006,2006
"Diabetes Mellitus, Insulin-Dependent",C0011854,H3P44,347376,,H3 histone pseudogene 44,,40,0.636,0.462,,0.01,,1,1,0,1994,1994
"Diabetes Mellitus, Insulin-Dependent",C0011854,IGF2R,3482,P11717,insulin like growth factor 2 receptor,Receptor,166,0.518,0.731,1,0.01,,1,1,0,2004,2004
"Diabetes Mellitus, Insulin-Dependent",C0011854,IGHM,3507,P01871,immunoglobulin heavy constant mu,,59,0.644,0.654,,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,APRT,353,P07741,adenine phosphoribosyltransferase,,384,0.423,0.846,5.4539E-13,0.01,,1,1,0,1989,1989
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL5,3567,P05113,interleukin 5,,359,0.437,0.846,0.0056529,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL12RB1,3594,P42701,interleukin 12 receptor subunit beta 1,Signaling,118,0.555,0.731,9.3569E-15,0.01,,1,1,0,2003,2003
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL12RB2,3595,Q99665,interleukin 12 receptor subunit beta 2,Signaling,59,0.608,0.692,1.6212E-09,0.01,,0,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL13RA1,3597,P78552,interleukin 13 receptor subunit alpha 1,Signaling,39,0.659,0.577,0.96333,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,AQP3,360,Q92482,aquaporin 3 (Gill blood group),Ion channel,124,0.546,0.769,0.13398,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL15RA,3601,Q13261,interleukin 15 receptor subunit alpha,,72,0.603,0.769,0.000002332,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,INPPL1,3636,O15357,inositol polyphosphate phosphatase like 1,,133,0.59,0.769,0.0023313,0.01,,1,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,AQP7,364,O14520,aquaporin 7,Ion channel,34,0.67,0.462,4.0504E-16,0.01,,0,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,INSRR,3645,P14616,insulin receptor related receptor,Kinase,186,0.508,0.808,5.3976E-24,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,IRAK1,3654,P51617,interleukin 1 receptor associated kinase 1,Kinase,200,0.506,0.808,0.98774,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,AQP9,366,O43315,aquaporin 9,Ion channel,100,0.565,0.808,0.24027,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,AR,367,P10275,androgen receptor,Nuclear receptor,854,0.351,0.846,0.98837,0.01,,1,1,0,2003,2003
"Diabetes Mellitus, Insulin-Dependent",C0011854,ITGA2B,3674,P08514,integrin subunit alpha 2b,,215,0.493,0.692,1.5205E-16,0.01,,1,1,0,2010,2010
"Diabetes Mellitus, Insulin-Dependent",C0011854,ITGA4,3676,P13612,integrin subunit alpha 4,,123,0.558,0.769,0.00010067,0.01,,1,1,0,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,ITGAL,3683,P20701,integrin subunit alpha L,,169,0.511,0.885,0.0043213,0.01,,1,1,0,2017,2017
